Opcode|Format type|Format Value|Other field|Value|Operation|Sparc V8 Manual main description page|Sparc V8 Manual main description Chapter reference|Insn Category|Insn Category Index|Format Index|Processing Status|Privilege|Notes|Register Type, if any|ASM Rator Syntax|Num Args|ASM Arg 1|ASM Arg 2|ASM Arg 3|ASM Arg 4|END
VADDD16|op3|000000|i|000000|Add|108|B13|Integer Arith|2|op40|raw|0||rrr|add|3|rs1|rs2|rd||end
VADDD32|op3|000000|i|000000|Add|108|B13|Integer Arith|2|op40|raw|0||rrr|add|3|rs1|rs2|rd||end
|||||||||||||||||||||
VSUBD8|op3|000100|i|000000|Subtract|110|B15|Integer Arith|2|op40|raw|0||rrr|sub|3|rs1|rs2|rd||end
VSUBD16|op3|000100|i|000000|Subtract|110|B15|Integer Arith|2|op40|raw|0||rrr|sub|3|rs1|rs2|rd||end
VSUBD32|op3|000100|i|000000|Subtract|110|B15|Integer Arith|2|op40|raw|0||rrr|sub|3|rs1|rs2|rd||end
|||||||||||||||||||||
VUMULD8|op3|001010|i|000000|Unsigned Integer Multiply|113|B18|Integer Arith|2|op40|raw|0||rrr|umul|3|rs1|rs2|rd||end
VUMULD16|op3|001010|i|000000|Unsigned Integer Multiply|113|B18|Integer Arith|2|op40|raw|0||rrr|umul|3|rs1|rs2|rd||end
VUMULD32|op3|001010|i|000000|Unsigned Integer Multiply|113|B18|Integer Arith|2|op40|raw|0||rrr|umul|3|rs1|rs2|rd||end
|||||||||||||||||||||
VSMULD8|op3|001011|i|000000|Signed Integer Multiply|113|B18|Integer Arith|2|op40|raw|0||rrr|smul|3|rs1|rs2|rd||end
VSMULD16|op3|001011|i|000000|Signed Integer Multiply|113|B18|Integer Arith|2|op40|raw|0||rrr|smul|3|rs1|rs2|rd||end
VSMULD32|op3|001011|i|000000|Signed Integer Multiply|113|B18|Integer Arith|2|op40|raw|0||rrr|smul|3|rs1|rs2|rd||end
|||||||||||||||||||||
ADDDBYTER|||||||||||||||||||||
ORDBYTER|||||||||||||||||||||
ANDDBYTER|||||||||||||||||||||
XORDBYTER|||||||||||||||||||||
ZBYTEDPOS|||||||||||||||||||||
|||||||||||||||||||||
VFADD|||||||||||||||||||||
VFSUB|||||||||||||||||||||
VFMUL|||||||||||||||||||||
VFDIV|||||||||||||||||||||
VFSQRT|||||||||||||||||||||
|||||||||||||||||||||
CSWAPD|||||||||||||||||||||
CSWAPDA|||||||||||||||||||||
